nome_popular;nome_cientifico;nome_ingles;
saíra-carijó;Ixothraupis varia;Dotted Tanager;
saíra-de-bando;Tangara mexicana;Turquoise Tanager;
saíra-de-barriga-amarela;Ixothraupis xanthogastra;Yellow-bellied Tanager;
saíra-de-cabeça-azul;Stilpnia cyanicollis;Blue-necked Tanager;
saíra-de-cabeça-castanha;Tangara gyrola;Bay-headed Tanager;
saíra-de-cabeça-preta;Stilpnia cyanoptera;Black-headed Tanager;
saíra-de-chapéu-preto;Nemosia pileata;Hooded Tanager;
saíra-de-papo-preto;Hemithraupis guira;Guira Tanager;
saíra-diamante;Tangara velia;Opal-rumped Tanager;
saíra-douradinha;Tangara cyanoventris;Gilt-edged Tanager;
saíra-ferrugem;Hemithraupis ruficapilla;Rufous-headed Tanager;
saíra-galega;Hemithraupis flavicollis;Yellow-backed Tanager;
saíra-lagarta;Tangara desmaresti;Brassy-breasted Tanager;
saíra-mascarada;Stilpnia nigrocincta;Masked Tanager;
saíra-militar;Tangara cyanocephala;Red-necked Tanager;
saíra-negaça;Ixothraupis punctata;Spotted Tanager;
saíra-opala;Tangara callophrys;Opal-crowned Tanager;
saíra-ouro;Tangara schrankii;Green-and-gold Tanager;
saíra-pérola;Tangara cyanomelas;Silver-breasted Tanager;
saíra-pintada;Ixothraupis guttata;Speckled Tanager;
saíra-pintor;Tangara fastuosa;Seven-colored Tanager;
saíra-preciosa;Stilpnia preciosa;Chestnut-backed Tanager;
saíra-sapucaia;Stilpnia peruviana;Black-backed Tanager;
saíra-sete-cores;Tangara seledon;Green-headed Tanager;
saíra-viúva;Pipraeidea melanonota;Fawn-breasted Tanager;
sanã-amarela;Laterallus flaviventer;Yellow-breasted Crake;
sanã-carijó;Mustelirallus albicollis;Ash-throated Crake;
sanã-castanha;Rufirallus viridis;Russet-crowned Crake;
sanã-cinza;Laterallus spilopterus;Dot-winged Crake;
sanã-de-cabeça-castanha;Anurolimnas castaneiceps;Chestnut-headed Crake;
sanã-de-cara-ruiva;Laterallus xenopterus;Rufous-faced Crake;
sanã-do-capim;Laterallus exilis;Gray-breasted Crake;
sanã-parda;Laterallus melanophaius;Rufous-sided Crake;
sanã-preta;Laterallus jamaicensis;Black Rail;
sanã-vermelha;Laterallus leucopyrrhus;Red-and-white Crake;
sanã-zebrada;Laterallus fasciatus;Black-banded Crake;
sanhaço-cinzento;Thraupis sayaca;Sayaca Tanager;
sanhaço-da-amazônia;Thraupis episcopus;Blue-gray Tanager;
sanhaço-de-asa-branca;Piranga leucoptera;White-winged Tanager;
sanhaço-de-coleira;Schistochlamys melanopis;Black-faced Tanager;
sanhaço-de-encontro-amarelo;Thraupis ornata;Golden-chevroned Tanager;
sanhaço-de-encontro-azul;Thraupis cyanoptera;Azure-shouldered Tanager;
sanhaço-de-fogo;Piranga flava;Hepatic Tanager;
sanhaço-do-coqueiro;Thraupis palmarum;Palm Tanager;
sanhaço-escarlate;Piranga olivacea;Scarlet Tanager;
sanhaço-frade;Stephanophorus diadematus;Diademed Tanager;
sanhaço-montano;Piranga lutea;Highland Hepatic Tanager;
sanhaço-papa-laranja;Rauenia bonariensis;Blue-and-yellow Tanager;
sanhaço-pardo;Orchesticus abeillei;Brown Tanager;
sanhaço-vermelho;Piranga rubra;Summer Tanager;
saracura-carijó;Pardirallus maculatus;Spotted Rail;
saracura-de-asa-vermelha;Aramides calopterus;Red-winged Wood-Rail;
saracura-do-banhado;Pardirallus sanguinolentus;Plumbeous Rail;
saracura-do-mangue;Aramides mangle;Little Wood-Rail;
saracura-do-mato;Aramides saracura;Slaty-breasted Wood-Rail;
saracura-lisa;Amaurolimnas concolor;Uniform Crake;
saracura-matraca;Rallus longirostris;Mangrove Rail;
saracura-sanã;Pardirallus nigricans;Blackish Rail;
saracura-três-potes;Aramides cajaneus;Gray-necked Wood-Rail;
saracuruçu;Aramides ypecaha;Giant Wood-Rail;
sargento;Agelasticus thilius;Yellow-winged Blackbird;
saripoca-de-bico-castanho;Selenidera nattereri;Tawny-tufted Toucanet;
saripoca-de-coleira;Selenidera reinwardtii;Golden-collared Toucanet;
saripoca-de-gould;Selenidera gouldii;Gould's Toucanet;
saudade;Lipaugus ater;Black-and-gold Cotinga;
saudade-de-asa-cinza;Lipaugus conditus;Gray-winged Cotinga;
saurá;Phoenicircus carnifex;Guianan Red-Cotinga;
saurá-de-pescoço-preto;Phoenicircus nigricollis;Black-necked Red-Cotinga;
savacu-de-coroa;Nyctanassa violacea;Yellow-crowned Night-Heron;
sebinho-de-olho-de-ouro;Hemitriccus margaritaceiventer;Pearly-vented Tody-tyrant;
sebinho-de-penacho;Lophotriccus galeatus;Helmeted Pygmy-Tyrant;
sebinho-rajado-amarelo;Hemitriccus striaticollis;Stripe-necked Tody-Tyrant;
seriema;Cariama cristata;Red-legged Seriema;
sertanejo-escuro;Sublegatus obscurior;Amazonian Scrub-Flycatcher;
sete-cores-da-amazônia;Tangara chilensis;Paradise Tanager;
socó-boi;Tigrisoma lineatum;Rufescent Tiger-Heron;
socó-boi-baio;Botaurus pinnatus;Pinnated Bittern;
socó-dorminhoco;Nycticorax nycticorax;Black-crowned Night-Heron;
socó-jararaca;Tigrisoma fasciatum;Fasciated Tiger-Heron;
socoí-amarelo;Ixobrychus involucris;Stripe-backed Bittern;
socoí-vermelho;Ixobrychus exilis;Least Bittern;
socoí-zigue-zague;Zebrilus undulatus;Zigzag Heron;
socozinho;Butorides striata;Striated Heron;
soldadinho;Antilophia galeata;Helmeted Manakin;
soldadinho-do-araripe;Antilophia bokermanni;Araripe Manakin;
solta-asa;Hypocnemoides maculicauda;Band-tailed Antbird;
solta-asa-do-norte;Hypocnemoides melanopogon;Black-chinned Antbird;
sora;Porzana carolina;Sora;
sovi;Ictinia plumbea;Plumbeous Kite;
sovi-do-norte;Ictinia mississippiensis;Mississippi Kite;
suindara;Tyto furcata;American Barn Owl;
suiriri;Tyrannus melancholicus;Tropical Kingbird;
suiriri-cavaleiro;Machetornis rixosa;Cattle Tyrant;
suiriri-cinza;Tyrannus dominicensis;Gray Kingbird;
suiriri-cinzento;Suiriri suiriri;Suiriri Flycatcher;
suiriri-da-chapada;Guyramemua affine;Chapada Flycatcher;
suiriri-de-garganta-branca;Tyrannus albogularis;White-throated Kingbird;
suiriri-de-garganta-rajada;Tyrannopsis sulphurea;Sulphury Flycatcher;
suiriri-pequeno;Satrapa icterophrys;Yellow-browed Tyrant;
suiriri-valente;Tyrannus tyrannus;Eastern Kingbird;
surucuá-de-barriga-amarela;Trogon viridis;Green-backed Trogon;
surucuá-de-barriga-vermelha;Trogon curucui;Blue-crowned Trogon;
surucuá-de-cauda-preta;Trogon melanurus;Black-tailed Trogon;
surucuá-de-coleira;Trogon collaris;Collared Trogon;
surucuá-de-murici;Trogon muriciensis;Alagoas Black-throated Trogon;
surucuá-dourado;Trogon chrysochloros;Southern Black-throated Trogon;
surucuá-dourado-da-amazônia;Trogon rufus;Amazonian Black-throated Trogon;
surucuá-mascarado;Trogon personatus;Masked Trogon;
surucuá-pequeno;Trogon ramonianus;Amazonian Trogon;
surucuá-variado;Trogon surrucura;Surucua Trogon;
surucuá-violáceo;Trogon violaceus;Guianan Trogon;
tachã;Chauna torquata;Southern Screamer;
tachuri-campainha;Hemitriccus nidipendulus;Hangnest Tody-Tyrant;
talha-mar;Rynchops niger;Black Skimmer;
tanatau;Micrastur mirandollei;Slaty-backed Forest-Falcon;
tangará;Chiroxiphia caudata;Swallow-tailed Manakin;
tangará-de-coroa-amarela;Chiroxiphia regina;Queen Manakin;
tangará-príncipe;Chiroxiphia pareola;Blue-backed Manakin;
tangará-rajado;Machaeropterus regulus;Striped Manakin;
tangará-riscado;Machaeropterus striolatus;Western Striped Manakin;
tangarazinho;Ilicura militaris;Pin-tailed Manakin;
tapaculo-da-chapada-diamantina;Scytalopus diamantinensis;Diamantina Tapaculo;
tapaculo-da-várzea;Scytalopus iraiensis;Marsh Tapaculo;
tapaculo-de-brasília;Scytalopus novacapitalis;Brasilia Tapaculo;
tapaculo-ferreirinho;Scytalopus pachecoi;Planalto Tapaculo;
tapaculo-pintado;Psilorhamphus guttatus;Spotted Bamboowren;
tapaculo-preto;Scytalopus speluncae;Mouse-colored Tapaculo;
tapaculo-preto-baiano;Scytalopus gonzagai;Boa Nova Tapaculo;
tapaculo-serrano;Scytalopus petrophilus;Rock Tapaculo;
taperá-de-garganta-branca;Chaetura egregia;Pale-rumped Swift;
taperuçu-de-coleira-branca;Streptoprocne zonaris;White-collared Swift;
taperuçu-de-coleira-falha;Streptoprocne biscutata;Biscutate Swift;
taperuçu-de-mento-branco;Cypseloides cryptus;White-chinned Swift;
taperuçu-dos-tepuis;Streptoprocne phelpsi;Tepui Swift;
taperuçu-escuro;Cypseloides niger;Black Swift;
taperuçu-preto;Cypseloides fumigatus;Sooty Swift;
taperuçu-velho;Cypseloides senex;Great Dusky Swift;
tapicuru;Phimosus infuscatus;Bare-faced Ibis;
tatac;Synallaxis infuscata;Pinto's Spinetail;
tauató-miúdo;Accipiter striatus;Sharp-shinned Hawk;
tauató-passarinho;Hieraspiza superciliosa;Tiny Hawk;
tauató-pintado;Accipiter poliogaster;Gray-bellied Hawk;
tecelão;Cacicus chrysopterus;Golden-winged Cacique;
tecelão-do-acre;Cacicus koepckeae;Selva Cacique;
tem-farinha-aí;Myrmorchilus strigilatus;Stripe-backed Antbird;
tem-tem-de-crista-amarela;Loriotus rufiventer;Yellow-crested Tanager;
tem-tem-de-dragona-branca;Loriotus luctuosus;White-shouldered Tanager;
tem-tem-de-dragona-vermelha;Tachyphonus phoenicius;Red-shouldered Tanager;
tem-tem-de-topete-ferrugíneo;Maschalethraupis surinamus;Fulvous-crested Tanager;
tempera-viola;Saltator maximus;Buff-throated Saltator;
teque-teque;Todirostrum poliocephalum;Gray-headed Tody-Flycatcher;
tesoura-cinzenta;Muscipipra vetula;Shear-tailed Gray Tyrant;
tesoura-do-brejo;Gubernetes yetapa;Streamer-tailed Tyrant;
tesoura-do-campo;Alectrurus risora;Strange-tailed Tyrant;
tesourinha;Tyrannus savana;Southern Fork-tailed Flycatcher;
tesourinha-da-mata;Phibalura flavirostris;Swallow-tailed Cotinga;
tesourinha-do-norte;Tyrannus monachus;Northern Fork-tailed Flycatcher;
téu-téu-da-savana;Burhinus bistriatus;Double-striped Thick-knee;
tico-tico;Zonotrichia capensis;Rufous-collared Sparrow;
tico-tico-cantor;Arremonops conirostris;Black-striped Sparrow;
tico-tico-de-bico-amarelo;Arremon flavirostris;Saffron-billed Sparrow;
tico-tico-de-bico-preto;Arremon taciturnus;Pectoral Sparrow;
tico-tico-de-costas-cinza;Arremon polionotus;Gray-backed Sparrow;
tico-tico-de-máscara-negra;Coryphaspiza melanotis;Black-masked Finch;
tico-tico-do-banhado;Donacospiza albifrons;Long-tailed Reed Finch;
tico-tico-do-campo;Ammodramus humeralis;Grassland Sparrow;
tico-tico-do-mato;Arremon semitorquatus;Half-collared Sparrow;
tico-tico-do-são-francisco;Arremon franciscanus;Sao Francisco Sparrow;
tico-tico-do-tepui;Atlapetes personatus;Tepui Brushfinch;
tico-tico-rei;Coryphospingus cucullatus;Red-crested Finch;
tico-tico-rei-cinza;Coryphospingus pileatus;Pileated Finch;
tiê-bicudo;Conothraupis mesoleuca;Cone-billed Tanager;
tiê-caburé;Compsothraupis loricata;Scarlet-throated Tanager;
tiê-de-bando;Habia rubica;Red-crowned Ant-Tanager;
tiê-de-topete;Trichothraupis melanops;Black-goggled Tanager;
tiê-do-mato-grosso;Habia rubra;Scarlet-throated Ant-Tanager;
tiê-galo;Loriotus cristatus;Flame-crested Tanager;
tiê-preto;Tachyphonus coronatus;Ruby-crowned Tanager;
tiê-preto-e-branco;Conothraupis speculigera;Black-and-white Tanager;
tiê-sangue;Ramphocelus bresilia;Brazilian Tanager;
tietê-de-coroa;Calyptura cristata;Kinglet Calyptura;
tietinga;Cissopis leverianus;Magpie Tanager;
tijerila;Xenopsaris albinucha;White-naped Xenopsaris;
tinguaçu-de-barriga-amarela;Attila citriniventris;Citron-bellied Attila;
tinguaçu-ferrugem;Attila cinnamomeus;Cinnamon Attila;
tio-tio;Phacellodomus striaticollis;Freckle-breasted Thornbird;
tio-tio-pequeno;Phacellodomus sibilatrix;Little Thornbird;
tipio;Sicalis luteola;Grassland Yellow-Finch;
tiriba-de-barriga-vermelha;Pyrrhura perlata;Crimson-bellied Parakeet;
tiriba-de-cabeça-vermelha;Pyrrhura roseifrons;Rose-fronted Parakeet;
tiriba-de-cauda-roxa;Pyrrhura egregia;Fiery-shouldered Parakeet;
tiriba-de-deville;Pyrrhura lucianii;Bonaparte's Parakeet;
tiriba-de-hellmayr;Pyrrhura amazonum;Santarem Parakeet;
tiriba-de-orelha-branca;Pyrrhura leucotis;Maroon-faced Parakeet;
tiriba-de-testa-azul;Pyrrhura picta;Painted Parakeet;
tiriba-de-testa-vermelha;Pyrrhura frontalis;Maroon-bellied Parakeet;
tiriba-do-madeira;Pyrrhura pallescens;Madeira Parakeet;
tiriba-do-paranã;Pyrrhura pfrimeri;Pfrimer's Parakeet;
tiriba-do-xingu;Pyrrhura anerythra;Xingu Parakeet;
tiriba-fogo;Pyrrhura devillei;Blaze-winged Parakeet;
tiriba-fura-mata;Pyrrhura melanura;Maroon-tailed Parakeet;
tiriba-grande;Pyrrhura cruentata;Ochre-marked Parakeet;
tiriba-pérola;Pyrrhura coerulescens;Pearly Parakeet;
tiriba-rupestre;Pyrrhura rupicola;Black-capped Parakeet;
tiririzinho-do-mato;Hemitriccus orbitatus;Eye-ringed Tody-Tyrant;
tiziu;Volatinia jacarina;Blue-black Grassquit;
topázio-de-fogo;Topaza pyra;Fiery Topaz;
topetinho-do-brasil-central;Lophornis gouldii;Dot-eared Coquette;
topetinho-pavão;Lophornis pavoninus;Peacock Coquette;
topetinho-ruivo;Lophornis cf. delattrei;Rufous-crested Coquette;
topetinho-verde;Lophornis chalybeus;Festive Coquette;
topetinho-vermelho;Lophornis magnificus;Frilled Coquette;
torom-carijó;Hylopezus macularius;Spotted Antpitta;
torom-de-alta-floresta;Hylopezus whittakeri;Alta Floresta Antpitta;
torom-de-peito-pardo;Myrmothera simplex;Tepui Antpitta;
torom-do-imeri;Hylopezus dilutus;Zimmer's Antpitta;
torom-do-pará;Hylopezus paraensis;Snethlage's Antpitta;
torom-torom;Myrmothera berlepschi;Amazonian Antpitta;
tororó;Poecilotriccus plumbeiceps;Ochre-faced Tody-Flycatcher;
tovaca-campainha;Chamaeza campanisona;Short-tailed Antthrush;
tovaca-cantadora;Chamaeza meruloides;Such's Antthrush;
tovaca-de-rabo-vermelho;Chamaeza ruficauda;Rufous-tailed Antthrush;
tovaca-do-tapajós;Myrmothera subcanescens;Tapajos Antpitta;
tovaca-estriada;Chamaeza nobilis;Striated Antthrush;
tovaca-patinho;Myrmothera campanisona;Thrush-like Antpitta;
tovacuçu;Grallaria varia;Variegated Antpitta;
tovacuçu-corujinha;Grallaria guatimalensis;Scaled Antpitta;
tovacuçu-xodó;Grallaria eludens;Elusive Antpitta;
tovaquinha;Dichrozona cincta;Banded Antbird;
tovaquinha-de-coroa-cinza;Grallaricula nana;Slate-crowned Antpitta;
trepador-coleira;Anabazenops fuscus;White-collared Foliage-gleaner;
trepador-do-nordeste;Cichlocolaptes mazarbarnetti;Cryptic Treehunter;
trepador-quiete;Syndactyla rufosuperciliata;Buff-browed Foliage-gleaner;
trepador-sobrancelha;Cichlocolaptes leucophrus;Pale-browed Treehunter;
trepadorzinho;Heliobletus contaminatus;Sharp-billed Treehunter;
tricolino;Pseudocolopteryx sclateri;Crested Doradito;
tricolino-oliváceo;Pseudocolopteryx acutipennis;Subtropical Doradito;
trinca-ferro;Saltator similis;Green-winged Saltator;
trinca-ferro-gongá;Saltator coerulescens;Grayish Saltator;
trinta-réis-antártico;Sterna vittata;Antarctic Tern;
trinta-réis-ártico;Sterna paradisaea;Arctic Tern;
trinta-réis-boreal;Sterna hirundo;Common Tern;
trinta-réis-das-rocas;Onychoprion fuscatus;Sooty Tern;
trinta-réis-de-bando;Thalasseus acuflavidus;Cabot's Tern;
trinta-réis-de-bico-preto;Gelochelidon nilotica;Gull-billed Tern;
trinta-réis-de-bico-vermelho;Sterna hirundinacea;South American Tern;
trinta-réis-de-coroa-branca;Sterna trudeaui;Snowy-crowned Tern;
trinta-réis-escuro;Anous stolidus;Brown Noddy;
trinta-réis-grande;Phaetusa simplex;Large-billed Tern;
trinta-réis-miúdo;Sternula antillarum;Least Tern;
trinta-réis-negro;Chlidonias niger;Black Tern;
trinta-réis-negro-de-asa-branca;Chlidonias leucopterus;White-winged Tern;
trinta-réis-pequeno;Sternula superciliaris;Yellow-billed Tern;
trinta-réis-preto;Anous minutus;Black Noddy;
trinta-réis-real;Thalasseus maximus;Royal Tern;
trinta-réis-róseo;Sterna dougallii;Roseate Tern;
triste-pia;Dolichonyx oryzivorus;Bobolink;
trombeteiro;Cercibis oxycerca;Sharp-tailed Ibis;
tropeiro-da-serra;Lipaugus lanioides;Cinnamon-vented Piha;
tucaninho-de-nariz-amarelo;Aulacorhynchus atrogularis;Black-throated Toucanet;
tucaninho-verde;Aulacorhynchus whitelianus;Tepui Toucanet;
tucano-de-bico-preto;Ramphastos vitellinus;Channel-billed Toucan;
tucano-de-bico-verde;Ramphastos dicolorus;Red-breasted Toucan;
tucano-de-papo-branco;Ramphastos tucanus;White-throated Toucan;
tucanuçu;Ramphastos toco;Toco Toucan;
tucão;Elaenia obscura;Small-headed Elaenia;
tuim;Forpus xanthopterygius;Blue-winged Parrotlet;
tuiuiú;Jabiru mycteria;Jabiru;
tuju;Lurocalis semitorquatus;Short-tailed Nighthawk;
tuque;Elaenia mesoleuca;Olivaceous Elaenia;
tuque-pium;Elaenia parvirostris;Small-billed Elaenia;
turu-turu;Neocrex erythrops;Paint-billed Crake;
tururim;Crypturellus soui;Little Tinamou;
udu-de-bico-largo;Electron platyrhynchum;Broad-billed Motmot;
udu-de-coroa-azul;Momotus momota;Amazonian Motmot;
uí-pi;Synallaxis albescens;Pale-breasted Spinetail;
uiraçu;Morphnus guianensis;Crested Eagle;
uirapuru-azul;Thamnomanes schistogynus;Bluish-slate Antshrike;
uirapuru-cigarra;Machaeropterus pyrocephalus;Fiery-capped Manakin;
uirapuru-da-guiana;Cyphorhinus arada;Musician Wren;
uirapuru-de-asa-branca;Microcerculus bambla;Wing-banded Wren;
uirapuru-de-chapéu-azul;Lepidothrix coronata;Blue-crowned Manakin;
uirapuru-de-chapéu-branco;Lepidothrix nattereri;Snow-capped Manakin;
uirapuru-de-flancos-cinza;Cyphorhinus griseolateralis;Gray-flanked Wren;
uirapuru-de-garganta-preta;Thamnomanes ardesiacus;Dusky-throated Antshrike;
uirapuru-de-orelha-alaranjada;Cyphorhinus interpositus;Rondonia Wren;
uirapuru-de-peito-branco;Henicorhina leucosticta;White-breasted Wood-Wren;
uirapuru-do-imeri;Cyphorhinus transfluvialis;Imeri Wren;
uirapuru-estrela;Lepidothrix serena;White-fronted Manakin;
uirapuru-ferrugíneo;Cyphorhinus modulator;Ferruginous Wren;
uirapuru-laranja;Pipra fasciicauda;Band-tailed Manakin;
uirapuru-selado;Thamnomanes saturninus;Saturnine Antshrike;
uirapuru-veado;Microcerculus marginatus;Scaly-breasted Wren;
uirapuru-vermelho;Pipra aureola;Crimson-hooded Manakin;
uirapuruzinho;Tyranneutes stolzmanni;Dwarf Tyrant-Manakin;
uirapuruzinho-do-norte;Tyranneutes virescens;Tiny Tyrant-Manakin;
uru;Odontophorus capueira;Spot-winged Wood-Quail;
uru-corcovado;Odontophorus gujanensis;Marbled Wood-Quail;
uru-de-topete;Odontophorus stellatus;Starred Wood-Quail;
uru-do-campo;Colinus cristatus;Crested Bobwhite;
urubu-da-mata;Cathartes melambrotus;Greater Yellow-headed Vulture;
urubu-de-cabeça-amarela;Cathartes burrovianus;Lesser Yellow-headed Vulture;
urubu-de-cabeça-vermelha;Cathartes aura;Turkey Vulture;
urubu-preto;Coragyps atratus;Black Vulture;
urubu-rei;Sarcoramphus papa;King Vulture;
urubuzinho;Chelidoptera tenebrosa;Swallow-winged Puffbird;
urumutum;Nothocrax urumutum;Nocturnal Curassow;
urutau;Nyctibius griseus;Common Potoo;
urutau-de-asa-branca;Nyctibius leucopterus;White-winged Potoo;
urutau-ferrugem;Phyllaemulor bracteatus;Rufous Potoo;
urutau-grande;Nyctibius grandis;Great Potoo;
urutau-pardo;Nyctibius aethereus;Long-tailed Potoo;
verdinho-coroado;Hylophilus poicilotis;Rufous-crowned Greenlet;
verdinho-da-várzea;Hylophilus semicinereus;Gray-chested Greenlet;
veste-amarela;Xanthopsar flavus;Saffron-cowled Blackbird;
vira-folha;Sclerurus scansor;Rufous-breasted Leaftosser;
vira-folha-cearense;Sclerurus cearensis;Ceara Leaftosser;
vira-folha-de-bico-curto;Sclerurus rufigularis;Short-billed Leaftosser;
vira-folha-de-garganta-cinza;Sclerurus albigularis;Gray-throated Leaftosser;
vira-folha-de-peito-vermelho;Sclerurus macconnelli;Tawny-throated Leaftosser;
vira-folha-pardo;Sclerurus caudacutus;Black-tailed Leaftosser;
vira-folha-peruano;Sclerurus peruvianus;Peruvian Leaftosser;
vira-pedras;Arenaria interpres;Ruddy Turnstone;
vissiá;Rhytipterna simplex;Grayish Mourner;
vissiá-cantor;Rhytipterna immunda;Pale-bellied Mourner;
vite-vite;Hylophilus thoracicus;Lemon-chested Greenlet;
vite-vite-camurça;Pachysylvia muscicapina;Buff-cheeked Greenlet;
vite-vite-de-barriga-amarela;Pachysylvia hypoxantha;Dusky-capped Greenlet;
vite-vite-de-cabeça-cinza;Hylophilus pectoralis;Ashy-headed Greenlet;
vite-vite-de-cabeça-marrom;Hylophilus brunneiceps;Brown-headed Greenlet;
vite-vite-de-olho-cinza;Hylophilus amaurocephalus;Gray-eyed Greenlet;
vite-vite-do-tepui;Vireo sclateri;Tepui Vireo;
vite-vite-uirapuru;Tunchiornis ochraceiceps;Tawny-crowned Greenlet;
viuvinha;Colonia colonus;Long-tailed Tyrant;
viuvinha-de-óculos;Hymenops perspicillatus;Spectacled Tyrant;
xexéu;Cacicus cela;Yellow-rumped Cacique;
zabelê;Crypturellus zabele;Zabele Tinamou;
zidedê;Terenura maculata;Streak-capped Antwren;
zidedê-de-asa-cinza;Euchrepomis spodioptila;Ash-winged Antwren;
zidedê-de-encontro;Euchrepomis humeralis;Chestnut-shouldered Antwren;
zidedê-do-nordeste;Terenura sicki;Orange-bellied Antwren;
